"id","raw_id","aircraft_model","published_date","event_tag","airline","event_location","event_date","event_description","aircraft_tail_extracted","ac_manufacturer_extracted","ac_model_extracted","flight_number_extracted"
129245,18831,B737,2015-11-09 00:00:00.000 +0100,Accident,Southwest,West Palm Beach,2015-11-08 00:00:00.000 +0100,bird strike,N925WN,Boeing,"737-700",WN-4053
129237,18823,A320,2015-11-10 00:00:00.000 +0100,Incident,Delta,Salt Lake City,2015-11-08 00:00:00.000 +0100,bird strike,N375NC,Airbus,A320-200,DL-1883
129239,18825,B737,2015-11-10 00:00:00.000 +0100,Incident,Southwest,Kansas City,2015-11-06 00:00:00.000 +0100,bird strike,N7740A,Boeing,"737-700",WN-464
129266,18853,B733,2015-11-02 00:00:00.000 +0100,Incident,Southwest,Raleigh/Durham,2015-10-30 00:00:00.000 +0100,bird strike,N697SW,Boeing,"737-300",WN-2573
129273,18860,B744,2015-10-30 00:00:00.000 +0100,Incident,Cathay Pacific,Delhi,2015-10-30 00:00:00.000 +0100,bird strike,B-LID,Boeing,"747-400 ",CX-37
129270,18857,A320,2015-10-30 00:00:00.000 +0100,Incident,Aeroflot,Rostov,2015-10-29 00:00:00.000 +0100,rejected takeoff because of bird strike,VP-BWF,Airbus,A320-200,SU-1165
129280,18868,B737,2015-10-28 00:00:00.000 +0100,Incident,Southwest,Austin,2015-10-27 00:00:00.000 +0100,bird strike,N718SW,Boeing,"737-700",WN-389
129281,18869,B733,2015-10-28 00:00:00.000 +0100,Incident,Southwest,San Jose,2015-10-27 00:00:00.000 +0100,rejected takeoff due to bird strike,N614SW,Boeing,"737-300",WN-386
129290,18878,A320,2015-10-27 00:00:00.000 +0100,Incident,Germanwings,Berlin,2015-10-26 00:00:00.000 +0100,bird strike,D-AIPY,Airbus,A320-200,"4U-11"
129276,18864,A320,2015-10-29 00:00:00.000 +0100,Incident,Alitalia,Bari,2015-10-26 00:00:00.000 +0100,bird strike,I-WEBA,Airbus,A320-200,AZ-1637
129301,18889,B712,2015-10-24 00:00:00.000 +0200,Incident,Volotea,Cagliari,2015-10-22 00:00:00.000 +0200,bird strike,EI-EXA,Boeing,"717-200",V7-1230
129317,18905,A343,2015-10-21 00:00:00.000 +0200,Incident,Tahiti Nui,Paris,2015-10-21 00:00:00.000 +0200,bird strike,F-OSUN,Airbus,A340-300,TN-7
129319,18907,B738,2015-10-21 00:00:00.000 +0200,Incident,Ryanair,Dusseldorf,2015-10-20 00:00:00.000 +0200,bird strike,EI-DHN,Boeing,"737-800",FR-4376
129332,18920,B744,2015-10-19 00:00:00.000 +0200,Incident,Kalitta,Cincinnati,2015-10-16 00:00:00.000 +0200,bird strike,N743CK,Boeing,"747-400 ",K4-978
129347,18935,B772,2015-10-16 00:00:00.000 +0200,Incident,British Airways,Delhi,2015-10-14 00:00:00.000 +0200,multiple bird strikes,G-VIIA,Boeing,"777-200",BA-143
129371,18959,A320,2015-10-10 00:00:00.000 +0200,Incident,Jetstar,Cairns,2015-10-09 00:00:00.000 +0200,bird strike,VH-VFH,Airbus,A320-200,JQ-978
129373,18961,A321,2015-10-09 00:00:00.000 +0200,Incident,Alitalia,Tel Aviv,2015-10-09 00:00:00.000 +0200,rejected takeoff due to bird strike,EI-IXH,Airbus,A321-200,AZ-809
129376,18964,A332,2015-10-09 00:00:00.000 +0200,Incident,Delta,Seattle,2015-10-08 00:00:00.000 +0200,bird strike,N858NW,Airbus,A330-200,DL-281
129389,18977,A332,2015-10-06 00:00:00.000 +0200,Incident,Alitalia,Rome,2015-10-05 00:00:00.000 +0200,bird strike,EI-DIR,Airbus,A330-200,AZ-650
129405,18993,DH8D,2015-09-23 00:00:00.000 +0200,Incident,Olympic,Lemnos,2015-09-21 00:00:00.000 +0200,rejected takeoff due to bird strike,SX-OBA,Dash,"8-400 ",A3-267
129409,18997,A319,2015-09-22 00:00:00.000 +0200,Incident,American,Philadelphia,2015-09-21 00:00:00.000 +0200,bird strike,N833AW,Airbus,A319-100,AA-1889
129432,19020,B733,2015-09-18 00:00:00.000 +0200,Incident,Jet2,Manchester,2015-09-17 00:00:00.000 +0200,bird strike,G-CELD,Boeing,"737-300",LS-804
129446,19034,DH8D,2015-09-16 00:00:00.000 +0200,Incident,Flybe,Newquay,2015-09-15 00:00:00.000 +0200,rejected takeoff due to bird strike,G-JECM,Dash,"8-400",BE-803
129469,19057,B773,2015-09-10 00:00:00.000 +0200,Incident,Emirates,Islamabad,2015-09-09 00:00:00.000 +0200,bird strike,A6-EBH,Boeing,"777-300",EK-612
129488,19076,B744,2015-09-08 00:00:00.000 +0200,Incident,Delta,Amsterdam,2015-09-08 00:00:00.000 +0200,bird strike,N662US,Boeing,"747-400",DL-135
129484,19072,A320,2015-09-08 00:00:00.000 +0200,Incident,American,Salt Lake City,2015-09-05 00:00:00.000 +0200,bird strike,N652AW,Airbus,A320-200,AA-555
129531,19119,B738,2015-08-31 00:00:00.000 +0200,Incident,NOK,Nakhon Si Thammarat,2015-08-30 00:00:00.000 +0200,bird strike,HS-DBR,Boeing,"737-800",DD-7805
129525,19113,A319,2015-08-31 00:00:00.000 +0200,Incident,Spirit,Tampa,2015-08-28 00:00:00.000 +0200,bird strike,N522NK,Airbus,A319-100,NK-942
129540,19128,B772,2015-08-27 00:00:00.000 +0200,Incident,Kuwait,Kuwait,2015-08-26 00:00:00.000 +0200,bird strike,"9K-AOA",Boeing,"777-200",KU-301
129543,19131,CRJ7,2015-08-27 00:00:00.000 +0200,Incident,Envoy,Richmond,2015-08-26 00:00:00.000 +0200,bird strike,N526EA,CRJ,"700 ",MQ-3102
129570,19158,A320,2015-08-20 00:00:00.000 +0200,Incident,Indigo,Ahmedabad,2015-08-20 00:00:00.000 +0200,bird strike,VT-INS,Airbus,A320-200,"6E-158"
129583,19171,A343,2015-08-19 00:00:00.000 +0200,Incident,Iberia,Montevideo,2015-08-18 00:00:00.000 +0200,bird strike,EC-GGS,Airbus,A340-300,IB-6012
129554,19142,B772,2015-08-25 00:00:00.000 +0200,Incident,Singapore,Istanbul,2015-08-17 00:00:00.000 +0200,flock of birds,"9V-SVB",Boeing,"777-200",SQ-391
129569,19157,B734,2015-08-20 00:00:00.000 +0200,Incident,Blue,Liverpool,2015-08-17 00:00:00.000 +0200,suspected bird strike,YR-BAJ,Boeing,"737-400","0B-134"
129592,19181,B733,2015-08-11 00:00:00.000 +0200,Incident,Blue Panorama,Reggio Calabria,2015-08-10 00:00:00.000 +0200,bird strike,I-BPAG,Boeing,"737-300",BV-2121
129623,19212,B788,2015-07-27 00:00:00.000 +0200,Incident,American,Beijing,2015-07-27 00:00:00.000 +0200,bird or hail strike,N805AN,Boeing,"787-800",AA-88
129642,19231,B744,2015-07-22 00:00:00.000 +0200,Incident,KLM,Amsterdam,2015-07-22 00:00:00.000 +0200,rejected takeoff due to multiple bird strikes,PH-BFC,Boeing,"747-400",KL-887
129649,19238,A319,2015-07-22 00:00:00.000 +0200,Incident,United,Los Angeles,2015-07-21 00:00:00.000 +0200,bird strike,N826UA,Airbus,A319-100,UA-731
129655,19244,SF34,2015-07-21 00:00:00.000 +0200,Incident,REX,Cairns,2015-07-21 00:00:00.000 +0200,bird strike,VH-ZLH,Saab,"340B",ZL-5419
129661,19250,A320,2015-07-20 00:00:00.000 +0200,Incident,Wind Rose,Kharkov,2015-07-20 00:00:00.000 +0200,rejected takeoff due to bird strike,UR-WRK,Airbus,A320-200,"7W-4011"
129650,19239,B744,2015-07-22 00:00:00.000 +0200,Incident,KLM,Curacao,2015-07-20 00:00:00.000 +0200,bird strike,PH-BFG,Boeing,"747-400",KL-735
129657,19246,B788,2015-07-21 00:00:00.000 +0200,Incident,Qatar,Munich,2015-07-20 00:00:00.000 +0200,flock of birds,A7-BCR,Boeing,"787-800",QR-59
129669,19257,MD82,2015-07-18 00:00:00.000 +0200,Incident,Aeropostal,Cumana,2015-07-16 00:00:00.000 +0200,bird strike,YV2992,Douglas,MD,VH-334
129671,19259,MD83,2015-07-18 00:00:00.000 +0200,Incident,Venezolana,Maracaibo,2015-07-16 00:00:00.000 +0200,bird strike,YV191T,Douglas,MD,VNE-242
129702,19290,A319,2015-07-12 00:00:00.000 +0200,Incident,Germanwings,Sofia,2015-07-12 00:00:00.000 +0200,suspected bird strike,D-AKNK,Airbus,A319-100,"4U-8916"
129742,19330,A320,2015-07-06 00:00:00.000 +0200,Incident,Air France,Paris,2015-07-05 00:00:00.000 +0200,bird strike,F-HEPH,Airbus,A320-200,AF-1134
129746,19334,B738,2015-07-05 00:00:00.000 +0200,Incident,Transavia,Amsterdam,2015-07-04 00:00:00.000 +0200,bird strike,PH-HSD,Boeing,"737-800",HV-131
129752,19340,B752,2015-07-03 00:00:00.000 +0200,Incident,iFly,Omsk,2015-07-03 00:00:00.000 +0200,bird strike,EI-EWT,Boeing,"757-200",H5-9323
129758,19346,B738,2015-07-02 00:00:00.000 +0200,Incident,THY,Istanbul,2015-07-01 00:00:00.000 +0200,rejected takeoff due to bird strike,TC-JFE,Boeing,"737-800",TK-2810
129763,19351,A320,2015-07-01 00:00:00.000 +0200,Incident,Corsica,Bastia,2015-06-30 00:00:00.000 +0200,bird strike,F-HZPG,Airbus,A320-200,XK-256
129765,19353,A319,2015-07-01 00:00:00.000 +0200,Incident,Easyjet,Hamburg,2015-06-26 00:00:00.000 +0200,rejected takeoff due to bird strike,G-EZFG,Airbus,A319-100,U2-3485
129806,19394,A320,2015-06-25 00:00:00.000 +0200,Incident,Easyjet,Ponta Delgada,2015-06-25 00:00:00.000 +0200,bird strike,G-EZTL,Airbus,A320-200,U2-7625
129790,19378,A320,2015-06-27 00:00:00.000 +0200,Incident,Arabia,Jaipur,2015-06-25 00:00:00.000 +0200,bird strike,A6-ANG,Airbus,A320-200,G9-436
129791,19379,B773,2015-06-27 00:00:00.000 +0200,Incident,British Airways,London,2015-06-23 00:00:00.000 +0200,bird strike,G-STBC,Boeing,"777-300",BA-297
129807,19395,B763,2015-06-25 00:00:00.000 +0200,Incident,Ikar,Simferopol,2015-06-23 00:00:00.000 +0200,bird strike,VP-BMC,Boeing,"767-300",IK-112
129808,19396,JS41,2015-06-25 00:00:00.000 +0200,Incident,Yeti,Biratnagar,2015-06-17 00:00:00.000 +0200,bird strike,"9N-AHY",,,YT-792
129856,19444,B738,2015-06-07 00:00:00.000 +0200,Incident,Air Berlin,Berlin,2015-06-07 00:00:00.000 +0200,bird strike,D-ABMD,Boeing,"737-800",AB-6509
129869,19457,A319,2015-06-05 00:00:00.000 +0200,Incident,Alitalia,Rome,2015-06-05 00:00:00.000 +0200,bird strike,EI-IMT,Airbus,A319-100,AZ-2016
129845,19433,A319,2015-06-09 00:00:00.000 +0200,Incident,Delta,Green Bay,2015-06-05 00:00:00.000 +0200,bird strike,N332NB,Airbus,A319-100,DL-2291
129859,19447,B735,2015-06-06 00:00:00.000 +0200,Incident,UTAir,Anapa,2015-06-04 00:00:00.000 +0200,rejected takeoff due to bird strike,VQ-BJT,Boeing,"737-500",UT-500
129903,19491,A320,2015-05-28 00:00:00.000 +0200,Incident,Niki,Athens,2015-05-28 00:00:00.000 +0200,"bird strike, single engine go around around thunderstorms",OE-LEU,Airbus,A320-200,HG-8641
129948,19536,MD88,2015-05-18 00:00:00.000 +0200,Incident,Delta,Atlanta,2015-05-15 00:00:00.000 +0200,bird strike,N902DE,Douglas,MD,DL-508
129946,19534,A320,2015-05-18 00:00:00.000 +0200,Incident,Air Berlin,Keflavik,2015-05-15 00:00:00.000 +0200,bird strike,D-ABNL,Airbus,A320-200,AB-3929
129965,19553,MD83,2015-05-14 00:00:00.000 +0200,Incident,American,Los Angeles,2015-05-14 00:00:00.000 +0200,bird strike,N570AA,Douglas,MD,AA-1258
129972,19560,A343,2015-05-13 00:00:00.000 +0200,Incident,THY,Istanbul,2015-05-12 00:00:00.000 +0200,flock of birds,TC-JDN,Airbus,A340-300,TK-2174
129971,19559,B788,2015-05-13 00:00:00.000 +0200,Incident,LAN,Santiago,2015-05-12 00:00:00.000 +0200,"flock of birds, both engines ingested birds",CC-BBD,Boeing,"787-800",LA-705
129987,19575,A320,2015-05-11 00:00:00.000 +0200,Incident,Jetblue,New York,2015-05-10 00:00:00.000 +0200,bird strike,N657JB,Airbus,A320-200,B6-431
130014,19603,A320,2015-05-05 00:00:00.000 +0200,Incident,Vueling,Genoa,2015-05-05 00:00:00.000 +0200,bird strike,EC-MAO,Airbus,A320-200,VY-6281
130009,19598,B738,2015-05-06 00:00:00.000 +0200,Incident,THY,Nevsehir,2015-05-05 00:00:00.000 +0200,bird strike,TC-JHE,Boeing,"737-800",TK-2004
130005,19593,A320,2015-05-06 00:00:00.000 +0200,Incident,Vueling,Menorca,2015-05-03 00:00:00.000 +0200,rejected takeoff due to bird strike,EC-LZZ,Airbus,A320-200,VY-3711
130020,19609,B738,2015-04-26 00:00:00.000 +0200,Incident,Norwegian,Stavanger,2015-04-26 00:00:00.000 +0200,bird strike,LN-NOU,Boeing,"737-800",DY-541
130018,19607,A319,2015-04-27 00:00:00.000 +0200,Incident,US Airways,Jacksonville,2015-04-25 00:00:00.000 +0200,bird strike,N738US,Airbus,A319-100 ,US-1927
130028,19617,B739,2015-04-25 00:00:00.000 +0200,Incident,Oman,Lahore,2015-04-24 00:00:00.000 +0200,bird strike,A4O-BY,Boeing,"737-900",WY-342
130034,19623,A319,2015-04-24 00:00:00.000 +0200,Incident,Delta,Salt Lake City,2015-04-23 00:00:00.000 +0200,bird strike,N314NB,Airbus,A319-100,DL-1440
130031,19620,A333,2015-04-24 00:00:00.000 +0200,Incident,Iberia,Sao Paulo,2015-04-23 00:00:00.000 +0200,bird strike,EC-LZJ,Airbus,A330-300,IB-6824
130029,19618,B772,2015-04-25 00:00:00.000 +0200,Incident,PIA,Karachi,2015-04-22 00:00:00.000 +0200,flock of birds,AP-BGZ,Boeing,"777-200",PK-305
130044,19633,A320,2015-04-20 00:00:00.000 +0200,Incident,Delta,San Antonio,2015-04-19 00:00:00.000 +0200,bird strike,N353NW,Airbus,A320-200,DL-1682
130052,19641,B738,2015-04-17 00:00:00.000 +0200,Incident,Ryanair,Alghero,2015-04-16 00:00:00.000 +0200,rejected takeoff due to bird strike,EI-EVB,Boeing,"737-800",FR-8855
130057,19646,B738,2015-04-15 00:00:00.000 +0200,Incident,American,New York,2015-04-13 00:00:00.000 +0200,bird strike,N955AN,Boeing,"737-800",AA-1696
130067,19655,A320,2015-04-13 00:00:00.000 +0200,Incident,Jetblue,New York,2015-04-12 00:00:00.000 +0200,bird strike,N597JB,Airbus,A320-200,B6-698
130079,19667,B738,2015-04-10 00:00:00.000 +0200,Incident,American,Dallas,2015-04-09 00:00:00.000 +0200,bird strike,N904NN,Boeing,"737-800",AA-1300
130098,19686,B734,2015-04-07 00:00:00.000 +0200,Incident,Japan Transocean,Ishigaki,2015-04-07 00:00:00.000 +0200,rejected takeoff due to bird strike,JA8525,Boeing,"737-400",NU-622
130099,19687,A320,2015-04-07 00:00:00.000 +0200,Incident,TAM,Manaus,2015-04-04 00:00:00.000 +0200,bird strike,PR-MYV,Airbus,A320-200,JJ-3766
130123,19711,B733,2015-03-31 00:00:00.000 +0200,Incident,ANZ,Christchurch,2015-03-30 00:00:00.000 +0200,bird strike,ZK-NGI,Boeing,"737-300",NZ-524
130143,19731,B738,2015-03-26 00:00:00.000 +0100,Incident,Ryanair,Lamezia-Terme,2015-03-25 00:00:00.000 +0100,bird strike,EI-EGC,Boeing,"737-800",FR-5000
130151,19739,B772,2015-03-23 00:00:00.000 +0100,Incident,Thai,Kathmandu,2015-03-22 00:00:00.000 +0100,bird strike,HS-TJH,Boeing,"777-200",TG-319
130167,19755,A321,2015-03-18 00:00:00.000 +0100,Incident,Lufthansa,Beirut,2015-03-17 00:00:00.000 +0100,bird strike,D-AISL,Airbus,A321-200,LH-1307
130205,19793,A320,2015-03-09 00:00:00.000 +0100,Incident,Frontier,Washington,2015-03-08 00:00:00.000 +0100,bird strike,N201FR,Airbus,A320-200,F9-1127
130199,19787,CRJ9,2015-03-11 00:00:00.000 +0100,Incident,Nostrum,Santander,2015-03-06 00:00:00.000 +0100,bird strike,EC-JYV,CRJ,"900 ",IB-8872
130206,19794,B738,2015-03-09 00:00:00.000 +0100,Incident,American,Dallas,2015-03-06 00:00:00.000 +0100,bird strike,N893NN,Boeing,"737-800",AA-1189
130234,19821,B772,2015-02-19 00:00:00.000 +0100,Incident,PIA,Lahore,2015-02-19 00:00:00.000 +0100,bird strike,AP-BGZ,Boeing,"777-200",PK-302
130239,19826,B738,2015-02-18 00:00:00.000 +0100,Incident,Sunwing,Rio Hato,2015-02-16 00:00:00.000 +0100,bird strike,C-FRZG,Boeing,"737-800",WG-773
130216,19804,A333,2015-02-24 00:00:00.000 +0100,Incident,Etihad,Casablanca,2015-02-10 00:00:00.000 +0100,bird strike,A6-AFE,Airbus,A330-300,EY-612
130280,19867,AT42,2015-02-07 00:00:00.000 +0100,Incident,PIA,Turbat,2015-02-06 00:00:00.000 +0100,bird strike,AP-BHP,ATR,"42-500",PK-501
130287,19874,CRJ2,2015-02-06 00:00:00.000 +0100,Incident,Skywest,Denver,2015-02-05 00:00:00.000 +0100,bird strike,N910SW,CRJ,"200 ",OO-2389
130307,19894,E195,2015-01-31 00:00:00.000 +0100,Incident,Azul,Sao Luis,2015-01-30 00:00:00.000 +0100,bird strike,,Embraer,ERJ,AD-4235
130304,19891,A320,2015-02-01 00:00:00.000 +0100,Incident,Golden Myanmar,Naypyidaw,2015-01-30 00:00:00.000 +0100,bird strike,XY-AGS,Airbus,A320-200,Y5-777
130321,19908,A320,2015-01-28 00:00:00.000 +0100,Incident,THY,Istanbul,2015-01-27 00:00:00.000 +0100,bird strike,TC-JPB,Airbus,A320-200,TK-271
130331,19919,E190,2015-01-27 00:00:00.000 +0100,Incident,Aeromexico Connect,Mazatlan,2015-01-25 00:00:00.000 +0100,could not fully retract gear due to bird strike,XA-JAC,Embraer,ERJ,"5D-241"
130329,19917,B738,2015-01-27 00:00:00.000 +0100,Incident,KLM,Amsterdam,2015-01-24 00:00:00.000 +0100,bird strike,PH-BCA,Boeing,"737-800",KL-1665
130396,19983,A320,2015-01-09 00:00:00.000 +0100,Incident,Cebu Pacific,Manila,2015-01-09 00:00:00.000 +0100,bird strike,RP-C3264,Airbus,A320-200,"5J-475"
130395,19982,B738,2015-01-09 00:00:00.000 +0100,Incident,United,Sacramento,2015-01-09 00:00:00.000 +0100,flock of birds,N76515,Boeing,"737-800",UA-1596
125773,15356,SF34,2017-12-14 00:00:00.000 +0100,Incident,REX,Moruya and Merimbula,2015-01-09 00:00:00.000 +0100,"bird strike, dropped section of propeller",VH-OLM,Saab,"340B",ZL-117
130398,19985,A320,2015-01-09 00:00:00.000 +0100,Incident,West Air,Guangzhou,2015-01-08 00:00:00.000 +0100,suspected bird strike,B-1897,Airbus,A320-200,PN-6206
130400,19987,MD10,2015-01-08 00:00:00.000 +0100,Incident,Fedex,Salt Lake City,2015-01-07 00:00:00.000 +0100,bird strike,N307FE,Douglas,MD,FX-1230
130405,19992,B752,2015-01-08 00:00:00.000 +0100,Incident,ATI,Portland,2015-01-07 00:00:00.000 +0100,flock of birds,N531UA,Boeing,"757-200 ",ATN-1817
126653,16239,F50,2017-06-20 00:00:00.000 +0200,Accident,Skyward,Nairobi,2015-01-04 00:00:00.000 +0100,could not extend left main gear as result of bird strike,"5Y-SIB",Fokker,"50",
130435,20022,B738,2014-12-23 00:00:00.000 +0100,Incident,Delta,Salt Lake City,2014-12-22 00:00:00.000 +0100,bird strike,N398DA,Boeing,"737-800",DL-2187
130469,20056,AT72,2014-12-14 00:00:00.000 +0100,Incident,KBZ,Yangon,2014-12-14 00:00:00.000 +0100,bird strike,XY-AJT,ATR,"72-212A",K7-822
130471,20058,B737,2014-12-13 00:00:00.000 +0100,Incident,Southwest,Baltimore,2014-12-12 00:00:00.000 +0100,flock of birds,N7710A,Boeing,"737-700",WN-3118
130522,20109,CRJ2,2014-12-04 00:00:00.000 +0100,Incident,Skywest,Sacramento,2014-12-03 00:00:00.000 +0100,bird strike,N417SW,CRJ,"200 ",OO-2608
130562,20149,A319,2014-11-24 00:00:00.000 +0100,Incident,TACA,San Jose,2014-11-24 00:00:00.000 +0100,bird strike,N991TA,Airbus,A319-100,
130564,20151,B737,2014-11-24 00:00:00.000 +0100,Incident,Southwest,Sacramento,2014-11-22 00:00:00.000 +0100,bird strike,N285WN,Boeing,"737-700",WN-1923
130563,20150,A320,2014-11-24 00:00:00.000 +0100,Incident,Volaris,Sacramento,2014-11-22 00:00:00.000 +0100,bird strike,XA-VLD,Airbus,A320-200,Y4-970
130571,20158,A321,2014-11-20 00:00:00.000 +0100,Incident,THY,Istanbul,2014-11-20 00:00:00.000 +0100,bird strike,TC-JRU,Airbus,A321-200,TK-1523
130578,20165,A321,2014-11-18 00:00:00.000 +0100,Incident,India,Goa,2014-11-18 00:00:00.000 +0100,rejected takeoff due to bird strike,VT-PPJ,Airbus,A321-200,AI-866
130574,20161,MD88,2014-11-19 00:00:00.000 +0100,Incident,Delta,Raleigh/Durham,2014-11-16 00:00:00.000 +0100,bird strike,N967DL,Douglas,MD,DL-1774
130591,20178,B738,2014-11-15 00:00:00.000 +0100,Incident,Alaska,Oakland,2014-11-14 00:00:00.000 +0100,bird strike,N577AS,Boeing,"737-800",AS-349
130598,20185,B733,2014-11-14 00:00:00.000 +0100,Incident,Southwest,Baltimore,2014-11-13 00:00:00.000 +0100,bird strike,N382SW,Boeing,"737-300",WN-326
130599,20186,A320,2014-11-12 00:00:00.000 +0100,Incident,TAM,Aracaju,2014-11-12 00:00:00.000 +0100,bird strike,,Airbus,A320-200,JJ-3893
130600,20187,E190,2014-11-12 00:00:00.000 +0100,Incident,Avianca,El Salvador,2014-11-12 00:00:00.000 +0100,bird strike,,Embraer,ERJ,AV-568
130583,20170,A332,2014-11-18 00:00:00.000 +0100,Incident,China Southern,Zhuhai,2014-11-10 00:00:00.000 +0100,bird strike,B-6059,Airbus,A330-200,CZ-3739
130601,20188,DH8D,2014-11-12 00:00:00.000 +0100,Incident,Flybe,Guernsey,2014-11-08 00:00:00.000 +0100,bird strike,G-JEDW,Dash,"8-400",BE-502
130610,20197,A319,2014-11-08 00:00:00.000 +0100,Incident,Berlin,Saarbruecken,2014-11-05 00:00:00.000 +0100,bird strike,D-ABGN,Airbus,A319-100,AB-6478
130651,20238,A320,2014-10-14 00:00:00.000 +0200,Incident,THY,Istanbul,2014-10-11 00:00:00.000 +0200,bird strike,TC-JUE,Airbus,A320-200,TK-2830
130673,20260,B738,2014-10-08 00:00:00.000 +0200,Incident,Xiamen,Wuhan,2014-10-08 00:00:00.000 +0200,bird strike,B-5790,Boeing,"737-800",MF-8137
130674,20261,MD88,2014-10-06 00:00:00.000 +0200,Incident,Delta,Fort Lauderdale,2014-10-05 00:00:00.000 +0200,bird strike,N914DE,Douglas,MD,DL-497
130680,20267,A320,2014-10-04 00:00:00.000 +0200,Incident,Jetblue,New York,2014-10-04 00:00:00.000 +0200,bird strike,N531JL,Airbus,A320-200,B6-683
130691,20278,B735,2014-10-02 00:00:00.000 +0200,Incident,Yamal,Tyumen,2014-10-02 00:00:00.000 +0200,flock of birds,VP-BRQ,Boeing,"737-500",YC-145
130703,20290,A319,2014-09-30 00:00:00.000 +0200,Incident,Easyjet,Basel,2014-09-25 00:00:00.000 +0200,bird strike,G-EZIR,Airbus,A319-100,U2-1073
130720,20307,A319,2014-09-24 00:00:00.000 +0200,Incident,Cebu Pacific,Pagadian,2014-09-23 00:00:00.000 +0200,flock of birds,RP-C3194,Airbus,A319-100,"5J-771"
130736,20323,B738,2014-09-23 00:00:00.000 +0200,Incident,Kulula,Johannesburg,2014-09-23 00:00:00.000 +0200,bird strike,ZS-ZWC,Boeing,"737-800",MN-111
130767,20354,A320,2014-09-16 00:00:00.000 +0200,Incident,THY,Barcelona,2014-09-15 00:00:00.000 +0200,bird strike,TC-JPI,Airbus,A320-200,TK-1851
130768,20355,A320,2014-09-16 00:00:00.000 +0200,Incident,United,Denver,2014-09-15 00:00:00.000 +0200,bird strike,N481UA,Airbus,A320-200,UA-269
130773,20360,A320,2014-09-15 00:00:00.000 +0200,Incident,VivaColombia,Pereira,2014-09-14 00:00:00.000 +0200,bird strike,HK-4817,Airbus,A320-200,"5Z-8134"
130782,20369,B738,2014-09-13 00:00:00.000 +0200,Incident,Arkefly,Amsterdam,2014-09-12 00:00:00.000 +0200,bird strike,PH-TFD,Boeing,"737-800",OR-886
130815,20402,A320,2014-09-09 00:00:00.000 +0200,Incident,Wizz,Cluj,2014-09-09 00:00:00.000 +0200,bird strike,HA-LWN,Airbus,A320-200,W6-3417
130800,20387,A333,2014-09-11 00:00:00.000 +0200,Incident,Edelweiss,Zurich,2014-09-09 00:00:00.000 +0200,bird strike,HB-JHM,Airbus,A330-300 ,LX-14
130781,20368,A320,2014-09-14 00:00:00.000 +0200,Incident,Astana,St. Petersburg,2014-09-07 00:00:00.000 +0200,bird strike,P4-KBG,Airbus,A320-200,KC-135
130818,20405,A319,2014-09-09 00:00:00.000 +0200,Incident,Air France,Amsterdam,2014-09-04 00:00:00.000 +0200,bird strike,F-GRHD,Airbus,A319-100,AF-4305
130843,20430,E190,2014-08-26 00:00:00.000 +0200,Incident,Aurigny,Guernsey,2014-08-25 00:00:00.000 +0200,bird strike,G-NSEY,Embraer,ERJ,GR-600
130859,20446,A320,2014-08-23 00:00:00.000 +0200,Incident,TAM,Belem,2014-08-23 00:00:00.000 +0200,bird strike,PR-MHM,Airbus,A320-200,JJ-3741
130865,20452,B738,2014-08-22 00:00:00.000 +0200,Incident,United,Houston,2014-08-21 00:00:00.000 +0200,bird strike,N76514,Boeing,"737-800",UA-1634
130850,20437,MD82,2014-08-25 00:00:00.000 +0200,Incident,Bulgarian Air Charter,Bourgas,2014-08-21 00:00:00.000 +0200,bird strike,LZ-LDW,Douglas,MD,VL-491
130897,20484,A321,2014-08-18 00:00:00.000 +0200,Incident,THY,Istanbul and Budapest,2014-08-18 00:00:00.000 +0200,bird strike,TC-JSC,Airbus,A321-200,TK-1035
130906,20493,A319,2014-08-15 00:00:00.000 +0200,Incident,Lufthansa,Tbilisi,2014-08-15 00:00:00.000 +0200,bird strike,D-AKNI,Airbus,A319-100,LH-2556
130905,20492,AT72,2014-08-15 00:00:00.000 +0200,Incident,Caribbean,Tobago,2014-08-14 00:00:00.000 +0200,bird strike,"9Y-TTE",ATR,"72-212A",BW-1503
130927,20514,SF34,2014-08-12 00:00:00.000 +0200,Accident,Silver,Orlando,2014-08-11 00:00:00.000 +0200,bird strike,,Saab,"340B","3M-4040"
125339,14917,DH8A,2018-03-10 00:00:00.000 +0100,Accident,Piedmont,Harrisburg,2014-08-10 00:00:00.000 +0200,rejected takeoff due to bird strike,N815EX,Dash,"8-100 ",PDT-4206
130902,20489,A343,2014-08-16 00:00:00.000 +0200,Accident,Lufthansa,Dallas,2014-08-08 00:00:00.000 +0200,bird strike,D-AIGM,Airbus,A340-300,LH-439
130950,20538,E170,2014-08-08 00:00:00.000 +0200,Incident,Republic,Philadelphia,2014-08-07 00:00:00.000 +0200,bird strike,N807MD,Embraer,ERJ,YX-3446
130967,20555,A320,2014-08-06 00:00:00.000 +0200,Incident,Thai AirAsia,Nakhon Si Thammarat,2014-08-05 00:00:00.000 +0200,bird strike,HS-ABQ,Airbus,A320-200,FD-3187
130973,20561,A321,2014-08-05 00:00:00.000 +0200,Incident,Condor,Leipzig,2014-08-01 00:00:00.000 +0200,bird strike,D-AIAD,Airbus,A321-200,DE-5526
